"Channel Title","Channel URL","Channel ID",Position,"Video Title","Video URL","Video ID","Publish Date",Duration,Views,Description,"Thumbnail URL","Availability Status"
"Meen Thaisub",https://www.youtube.com/@meenthaisub,UC3INtPxO33d5mSLLYRnxLgQ,11,"Anonymous M (ชื่อนิรนาม M) [Thai ver by Meen x zxbara]",https://www.youtube.com/watch?v=t1hAqjPw778,t1hAqjPw778,2024-08-31T13:30:07Z,02:40,"1,098","เราก็นิรนาม M นะ :D
ตอนแรกเลยคิดว่าจะเล่นชื่อตัวเองซะแล้ว
แต่ก็คิดว่า ไม่ได้นะ นี่ไม่ใช่เพลงของเธอ
เป็นของ Hatsune ---- อ๊ะ นิรนาม M ต่างหาก :P

ว่าแล้วต้องขอบคุณเสียงของ zxbara ที่มาร่วมจอยด้วยนะฮะ :D
สนุกมากเลย ไม่ต้องอายเสียงฮะเสียงหล่อแล้ว อิอิ

Thai lyrics : Meen Thaisub
https://www.smule.com/song/thai-ver-by-meen-th-anonymous-m-karaoke-lyrics/20625932_20625932/arrangement?utm_source=web&utm_campaign=share&utm_medium=copylink

Original Song : PinocchioP
music, lyrics, illustration, video : PinocchioP
3DCG : あるし
https://youtu.be/yiqEEL7ac6M?feature=shared

Thank you Mix and Vocal : zxbara
https://www.youtube.com/channel/UC-ROc4i4FMJN0fyMINFAYPw

Thank you for watching ^_^",https://i.ytimg.com/vi/t1hAqjPw778/hqdefault.jpg,available
"Meen Thaisub",https://www.youtube.com/@meenthaisub,UC3INtPxO33d5mSLLYRnxLgQ,12,"RAD DOGS [Thai ver by Meen]",https://www.youtube.com/watch?v=i9FQDLfk7L4,i9FQDLfk7L4,2024-06-05T13:00:07Z,03:50,708,"กลับมาอย่างยิ่งใหญ่ 
ร้อง 5 เสียงคนเดียว !
พยายามมากตัวฉัน
ไม่มีอะไรจะพูดมากนอกจาก...
หวังว่าทุกคนจะชอบนะ แฮะๆ

lyrics
https://www.smule.com/song/thai-ver-by-meen-th-rad-dogs-karaoke-lyrics/20279724_20279724/arrangement?utm_source=web&utm_campaign=share&utm_medium=copylink

Original Song
Arranger, Composer : HachiojiP
Lyricist : q*Left
https://youtu.be/ikCebevls90?feature=shared

Thank you video : プロジェクトセカイ カラフルステージ! feat. 初音ミク
https://youtu.be/ZMbWDpC1N7s?feature=shared

Thank you Translate : 
https://youtu.be/TKWpZLugDHM?feature=shared
https://youtu.be/URFxe_007PE?feature=shared

Thank you Mix : zxbara 
https://www.youtube.com/channel/UC-ROc4i4FMJN0fyMINFAYPw

Thank you for watching ^_^",https://i.ytimg.com/vi/i9FQDLfk7L4/hqdefault.jpg,available
"Meen Thaisub",https://www.youtube.com/@meenthaisub,UC3INtPxO33d5mSLLYRnxLgQ,13,"The Disease Called Love (โรคที่เรียกว่าความรัก) [Thai ver by Meen]",https://www.youtube.com/watch?v=JXthmrysjJk,JXthmrysjJk,2024-05-06T13:00:07Z,03:52,722,"มือมิกซ์ทำเป็นว่างอยากได้เพลงนี้จัด 555
เป็นการเอาเพลงเก่ามาปัดฝุ่น เนื้อเพลงก็เป็นตั้งแต่สมัยนู้น ไม่ได้เปลี่ยนใหม่ให้สวยหรูอะไร เรียกว่าร้องเอามันมือมิกซ์ล้วนๆ 555
ขอให้สนุกนะคะ อิอิ

lyrics
https://www.smule.com/song/thai-ver-by-meen-th-the-disease-called-love-karaoke-lyrics/7423795_7423795/arrangement?utm_source=web&utm_campaign=share&utm_medium=copylink

Original Song : Neru & z'5
https://youtu.be/2IH-toUoq3w?feature=shared

Thank you Mix : zxbara
https://www.youtube.com/channel/UC-ROc4i4FMJN0fyMINFAYPw

Thank you for watching ^_^",https://i.ytimg.com/vi/JXthmrysjJk/hqdefault.jpg,available
"Meen Thaisub",https://www.youtube.com/@meenthaisub,UC3INtPxO33d5mSLLYRnxLgQ,14,"Unknown Mother-Goose [Thai cover by Meen]",https://www.youtube.com/watch?v=vKkyZ_PvwKI,vKkyZ_PvwKI,2024-04-05T02:00:06Z,04:47,"1,732","เพลงนี้แด่ท่าน Wowaka 

นี่คือเพลงสุดท้ายที่ท่านให้เด็กสาวคนนั้นร้องออกมา
แม้จะเจ็บปวด แต่นี่ก็เป็นเพลงที่เปี่ยมไปด้วยความรัก
และเด็กสาวคนนั้นจะร้องมันต่อไป

Original Song : wowaka
https://youtu.be/P_CSdxSGfaA?feature=shared

Thank you Thai lyrics : AY-jin
https://youtu.be/uKPrzh7O_U4?feature=shared

Thank you Mix : zxbara
https://www.youtube.com/channel/UC-ROc4i4FMJN0fyMINFAYPw

Thank you for watching ^_^",https://i.ytimg.com/vi/vKkyZ_PvwKI/hqdefault.jpg,available
"Meen Thaisub",https://www.youtube.com/@meenthaisub,UC3INtPxO33d5mSLLYRnxLgQ,15,"Twilight Light [Cover by Meen]",https://www.youtube.com/watch?v=k7qoxsuP1AY,k7qoxsuP1AY,2024-02-14T13:00:42Z,03:22,289,"เหตุเกิดจากช่วงนี้อัดเพลงผ่าน Smule จนมือมิกซ์ทักว่า
ส่งอะไรมาให้มิกซ์บ้างเถิดมือฝืด 555
ช่วงนี้ทุกคนรู้ Meen ชอบเพลงนี้มากขนาดไหน
เลยส่งไปให้คนมิกซ์ได้มิกซ์สมใจ

เป็นเพลงรับวันวาเลนไทน์พอดี มือมิกซ์งานไวต้องชม(?)
เพลงที่ได้ร้องของปีนี้ค่อนข้างดีนะ
อย่าลืมรักตัวเองและทุก ๆ คนที่ปรารถนาดีกับเราด้วยล่ะ !

Original Song
Lyrics, Music, Arrangement : Toa
Illustration : Satoshi Bouno
https://youtu.be/ydb05OX2U7M?feature=shared

Thank you Mix : zxbara 
(ไปอุดหนุนมือมิกซ์ได้นะค้าบเดี๋ยวเค้ามือฝืดไปมากกว่านี้ 555)
https://www.youtube.com/channel/UC-ROc4i4FMJN0fyMINFAYPw

Thank you for watching ^_^",https://i.ytimg.com/vi/k7qoxsuP1AY/hqdefault.jpg,available
"Meen Thaisub",https://www.youtube.com/@meenthaisub,UC3INtPxO33d5mSLLYRnxLgQ,16,"強風オールバック Kyoufuu All Back [Cover by Meen]",https://www.youtube.com/watch?v=hZMa2pZowS8,hZMa2pZowS8,2024-01-13T02:00:15Z,02:17,283,"วันเด็กไม่รู้จะทำอะไรก็โคฟเพลงนี้ละกัน 555
กำลังมีแผนว่าจะกลับมารีเพลงเก่าๆสมัยไมค์กากให้เจ๋งขึ้นล่ะ
หรือใครอยากให้ทำอะไรลองเสนอมาได้นะฮะ

Original Song : Yukopi
・Music & Lyrics : ゆこぴ (https://twitter.com/yukopipikku)
・Animation: 小津 (https://twitter.com/Oz_yarimasu)
・Vocal : 歌愛ユキ
・Movie : ゆこぴ
・OffVocal  :  https://bit.ly/3Bq0Jnf
https://youtu.be/D6DVTLvOupE?si=Ug5YS0mDYuS3KqZZ

Thank you for watching ^_^",https://i.ytimg.com/vi/hZMa2pZowS8/hqdefault.jpg,available
"Meen Thaisub",https://www.youtube.com/@meenthaisub,UC3INtPxO33d5mSLLYRnxLgQ,17,"Twilight Light [Project Sekai Version / Thai short ver by Meen]",https://www.youtube.com/watch?v=-zpDfef-gRU,'-zpDfef-gRU,2024-01-11T12:00:00Z,01:51,834,"คลิปแรกของปีนี้ เรียกว่าสปอยเนื้อเพลงก็ได้(?)
ถึงจะร้องได้ครึ่งเพลงแต่ก็มีคนอยากร้องเต็มเพลงใช่ไหมล่ะ?
เราก็อยากร้องเต็มเพลงนะ แต่ยังไม่เสร็จ ปล่อยแค่นี้ก่อน 555

...เดี๋ยวนะทำไมคุ้นมาก--- ปีที่แล้วก็แบบนี้เลยนี่หว่า 55555

อยู่ในช่วงทดสอบเนื้อเพลงแปลไทยสั้น ๆ อีกครั้งหากมีเนื้อเพลงท่อนไหนควรแก้ไขสามารถติชมได้และหากมีผิดพลาดประการใดต้องขออภัยอย่างยิ่ง

ถ้าใครอยากฟังเนื้อไทยเต็มเพลงก็คอมเมนต์บอกไว้นะ อิอิ

Original Song : とあ
https://youtu.be/ydb05OX2U7M?feature=shared

Thank you 3DMV : https://youtu.be/DpfT5yVEJvk?feature=shared

Thank you for watching ^_^",https://i.ytimg.com/vi/-zpDfef-gRU/hqdefault.jpg,available
"Meen Thaisub",https://www.youtube.com/@meenthaisub,UC3INtPxO33d5mSLLYRnxLgQ,18,"月光 (Moonlight - แสงจันทรา) [Thai ver by Meen]",https://www.youtube.com/watch?v=pnP0o6ZZKHM,pnP0o6ZZKHM,2023-10-12T11:00:07Z,03:56,853,"นี่คือเพลงที่ได้ผลโหวดให้ทำเนื้อเพลงแปลไทยมากที่สุดในโพลที่ผ่านมา
เป็นเพลงที่เหนื่อยมาก ๆ แต่ก็ได้ร้องออกมาแล้ว
หวังว่าทุกคนจะชอบนะคะ

lyrics
https://www.smule.com/song/thai-ver-by-meen-th-moonlight-%E6%9C%88%E5%85%89-karaoke-lyrics/19325573_19325573/arrangement?utm_source=web&utm_campaign=share&utm_medium=copylink

Original Song
「月光」
Words, Music, Arrange : キタニタツヤ × はるまきごはん
https://youtu.be/8TghOw3v61k?feature=shared
feat. 初音ミク & 鏡音リン Version
https://youtu.be/SaX0By61S3U?feature=shared

Thank you Thai Translate : 
https://youtu.be/PbxGM0ErxUs?feature=shared
https://youtu.be/0gwWr9aOIg4?feature=shared

Thank you Mix : zxbara
https://www.youtube.com/channel/UC-ROc4i4FMJN0fyMINFAYPw

Thank you for watching ^_^",https://i.ytimg.com/vi/pnP0o6ZZKHM/hqdefault.jpg,available
"Meen Thaisub",https://www.youtube.com/@meenthaisub,UC3INtPxO33d5mSLLYRnxLgQ,19,"Live เล่นเกม PDMM+ ฉลองวันเกิด Miku !!",https://www.youtube.com/watch?v=wqqulRBElOw,wqqulRBElOw,2023-09-01T03:43:46Z,02:38:26,150,"Hatsune Miku: Project DIVA Mega Mix+
ไม่ได้ไลฟ์แบบนี้มานานมากเลย กลัวจะแป๊กเหมือนกันแฮะ 555
ไลฟ์นี้ Meen จัดการเองคนเดียวเลย ถ้าเกิดปัญหาอะไรต้องขออภัยด้วยนะฮะ QwQ;;

แผนการไลฟ์
ก่อน 20.00 น. 
___เตรียมไลฟ์ , พูดคุย

20.00 - 21.00 น. 
___เล่นเกม PDMM+ ด้วยโจทย์ "" วันเกิด Miku เพลงที่มี Miku เท่านั้น ! ""

21.00 - 22.00 น. 
___เล่นเกม PDMM+ เก็บตก สามารถเสนอเพลงที่ต้องการในเกมได้
___พูดคุย ปิดไลฟ์

สุขสันต์วันเกิด Miku จัง !
ขอบคุณสำหรับเสียงเพลงที่ไพเราะของเธอนะ !

Music : Waiting for You - BGM presented by Kei Morimoto
Promoted by : zozo funframe 
https://youtu.be/wC_w0LJ4azA?feature=shared
Original Link : 
https://youtu.be/sHPwOtCICsU?feature=shared",https://i.ytimg.com/vi/wqqulRBElOw/hqdefault.jpg,available
"Meen Thaisub",https://www.youtube.com/@meenthaisub,UC3INtPxO33d5mSLLYRnxLgQ,20,"Kagerou Daze [Thai cover by Meen]",https://www.youtube.com/watch?v=x8LgLfPKbG8,x8LgLfPKbG8,2023-08-15T05:00:06Z,03:57,510,"ถ้าพูดถึงวันที่ 15 สิงหา แล้วคุณรู้จักเพลงนี้ เราค่อนข้างมีอายุแล้วนะ 555
ใด ๆ คือชอบ Miku โมเดลนี้มาก อย่างเท่ Miku แบบซาโตชิ XD

Original Song
Jin (music, lyrics)
Shidu (illustration, video)

Thank you Thai lyrics : Ay-Jin
https://youtu.be/7Qaxmx15WCk

Thank you Video : 
https://youtu.be/DPruf_f_Y3s

Thank you Off Vocal : 
https://youtu.be/QRaogrHLG9k

Thank you for watching ^_^",https://i.ytimg.com/vi/x8LgLfPKbG8/hqdefault.jpg,available
"Meen Thaisub",https://www.youtube.com/@meenthaisub,UC3INtPxO33d5mSLLYRnxLgQ,21,"Kuyamu to kaite mirai (บาดแผลสร้างอนาคตจากนี้ไป) [Thai ver by Meen]",https://www.youtube.com/watch?v=u4tKbq0Us30,u4tKbq0Us30,2023-05-17T13:00:10Z,03:54,"4,004","กลับมาอย่างยิ่งใหญ่(มั้ง)
หายไปนานมาก และจะหายไปอีกนาน
เพราะไม่รู้จะทำเพลงอะไรต่อแล้ว
แต่นานๆทีก็จะมีโอกาสแวะกลับมาทำแบบนี้แหละ

คลิปนี้ยังเสียดายนิดหน่อยที่ร้องไม่สุดขนาดนั้น
แต่ต้องขอบคุณท่าน zxbara อย่างยิ่งที่ทำให้เพลงออกมาดีกว่าที่คิดมากเลย !
และหวังว่าทุกคนจะชอบด้วยนะ !

lyrics
https://www.smule.com/song/thai-ver-by-meen-th-kuyamu-to-kaite-mirai-karaoke-lyrics/18697615_18697615/arrangement

Original Song
Music&Lyrics : Mafumafu
Illust  : 456
Movie  : Yuma Saito
https://youtu.be/r2OS97F6P_U

Thank you Translate : 
https://youtu.be/Omx1ZQcXpWw
https://youtu.be/N2oTQklhYeY

Thank you Mix : zxbara
https://www.youtube.com/channel/UC-ROc4i4FMJN0fyMINFAYPw

Thank you for watching ^_^",https://i.ytimg.com/vi/u4tKbq0Us30/hqdefault.jpg,available
"Meen Thaisub",https://www.youtube.com/@meenthaisub,UC3INtPxO33d5mSLLYRnxLgQ,22,"Kuyamu to kaite mirai [Project Sekai Version / Thai short ver by Meen]",https://www.youtube.com/watch?v=YNcTnyY9W08,YNcTnyY9W08,2023-01-10T10:40:25Z,01:51,"1,081","หมายเหตุ : เมื่อกี้ลบคลิปไปเพิ่มเสียงนะ เมื่อกี้เบาไป เด๋อQwQ;; ขออภัยค้าบ

คลิปแรกของปีนี้ เรียกว่าสปอยเนื้อเพลงก็ได้(?)
ถึงจะร้องได้ครึ่งเพลงแต่ก็มีคนอยากร้องเต็มเพลงใช่ไหมล่ะ?
เราก็อยากร้องเต็มเพลงนะ แต่ยังไม่เสร็จ ปล่อยแค่นี้ก่อน 555

คลิปนี้ตอนแรกตั้งใจจะอัดเล่นทดสอบเนื้อเพลง
แต่พอทำไปทำมามันดีกว่าที่คิดซะอีก =w= (?)
เพราะฉะนั้น คลิปนี้ไม่ได้ตั้งใจทำ Short Ver 
(ซึ่งปกติก็ไม่ค่อยอยากทำเท่าไหร่เพราะคิดว่ามันไม่สุด(???))
หรือคลิปร้องประสานเสียงแบบ Project Sekai ตั้งแต่แรกเลย
หากมีส่วนที่ผิดพลาดประการใด ต้องขออภัย ณ ที่นี่ด้วย

ถ้าใครอยากฟังเนื้อไทยเต็มเพลงก็คอมเมนต์บอกไว้นะ อิอิ

Original Song : まふまふちゃんねる
https://www.youtube.com/watch?v=r2OS97F6P_U

Thank you 3DMV : プロジェクトセカイ カラフルステージ! feat. 初音ミク
https://youtu.be/an_gDTrVdHo

Thank you for watching ^_^",https://i.ytimg.com/vi/YNcTnyY9W08/hqdefault.jpg,available
"Meen Thaisub",https://www.youtube.com/@meenthaisub,UC3INtPxO33d5mSLLYRnxLgQ,23,"Q [Thai Cover by Meen]",https://www.youtube.com/watch?v=VFWqjIrxfmY,VFWqjIrxfmY,2022-11-22T10:03:25Z,04:20,605,"ไม่มีอะไรจะพูดเท่าไหร่นอกจากว่าเพลงนี้อัดผ่าน Smule นะคะ
https://www.smule.com/recording/powapowap-q-thai-ver-taritajung-bookiezz/1616145435_4507477578?channel=Copy-Link
แล้วก็ตอนนี้ไม่มีแผนแปลเพลงอะไรเลย ช่วงนี้อาจจะมีแต่เพลง Cover นะคะ
เพลงนี้เล่นเอาเสียงแหบช่วงกรี๊ดเลย แฮะๆ หวังว่าจะชื่นชอบนะคะ

Original Song
music, lyrics : Powapowa-P 
Originak Vocal : Kagamine Rin
https://www.nicovideo.jp/watch/sm19898621

Thank you Thai lyrics : TaritaJung & Bookiezz
https://youtu.be/VkFdbJi2J_w

Thank you for watching ^_^",https://i.ytimg.com/vi/VFWqjIrxfmY/hqdefault.jpg,available
